latitude,longitude
37.80884163963108,-122.46507309080502
37.80884342922177,-122.46492365998279
37.80884521394789,-122.46477463535149
37.80884701980625,-122.4646238461786
37.80884882068417,-122.46447347287267
37.80885064243583,-122.46432135660928
37.80885245909092,-122.46416966590924
37.80885429635977,-122.46401625396032
37.808856128415734,-122.46386327728739
37.8088579552736,-122.46371073465541
37.80885980242609,-122.46355649742277
37.808861656966684,-122.46340164328342
37.808863506135,-122.46324723772946
37.808865375204284,-122.46309117044406
37.808867251376796,-122.46293451003937
37.80886912200268,-122.46277831277756
37.80887101213319,-122.46262048688016
37.8088728966008,-122.46246313383415
37.808874775422495,-122.46230625222286
37.808876648615175,-122.46214984063386
37.808878528563795,-122.46199286492401
37.80888040284273,-122.46183636263298
37.80888228376267,-122.46167930581784
37.808884171228954,-122.4615217023834
37.80888607736563,-122.46136253997125
37.80888797760235,-122.46120387020467
37.808889884100694,-122.46104467759312
37.80889178466014,-122.4608859808792
37.80889369136696,-122.46072677085978
37.80889561615627,-122.46056605095228
37.80889755881863,-122.46040383864565
37.80889949523671,-122.46024214773571
37.80890142543059,-122.46008097654656
37.80890336129676,-122.45991933172162
37.80890529090209,-122.45975820967656
37.80890721426683,-122.45959760872067
37.80890914317279,-122.45943654507325
37.80891106580215,-122.45927600552182
37.80891299386054,-122.45911501264659
37.80891493890072,-122.4589526017912
37.80891690071274,-122.45878879048757
37.80891886751589,-122.45862456242442
37.808920827684986,-122.45846088830513
37.808922804225425,-122.45829584717838
37.808924774020525,-122.45813136928722
37.80892674850653,-122.45796649970613
37.80892871621503,-122.45780219604643
37.80893069983928,-122.45763656342127
37.80893267657595,-122.4574715059094
37.80893466896178,-122.45730514169222
37.808936654350546,-122.45713936173033
37.8089386551218,-122.45697229733054
37.80894064878714,-122.45680582627455
37.808942646470044,-122.45663901975213
37.80894465913557,-122.4564709621808
37.80894668657047,-122.45630167136649
37.80894872856051,-122.45613116519836
37.80895076301463,-122.45596128827917
37.80895278996065,-122.45579203828672
37.80895482028361,-122.45562250631926
37.80895684307343,-122.45545360336922
37.80895885835806,-122.45528532710276
37.80896087690228,-122.4551167786604
37.8089628986139,-122.45494796574042
37.80896492340087,-122.4547788960283
37.808966951171314,-122.45460957719614
37.808968981833516,-122.45444001690205
37.80897100475986,-122.45427110255196
37.808973019979824,-122.45410283168509
37.80897503797871,-122.45393432877805
37.80897704824994,-122.45376647113015
37.80897906119914,-122.45359838987223
37.80898106640008,-122.45343095559375
37.80898308447519,-122.45326244632199
37.80898509470223,-122.45309459236407
37.80898711754447,-122.45292568503692
37.80898914261607,-122.4527565915583
37.80899117996397,-122.45258647300864
37.808993219282364,-122.45241618992237
37.80899527053765,-122.45224491010602
37.80899733351918,-122.45207265114804
37.808999408015765,-122.45189943068299
37.8090014938157,-122.45172526638848
37.809003590706794,-122.45155017598225
37.80900567877763,-122.4513758220674
37.80900775806531,-122.45120220154601
37.80900984814019,-122.45102768029341
37.80901192934055,-122.45085390006359
37.80901401138801,-122.45068004910102
37.80901610383898,-122.45050532944518
37.809018187280785,-122.45033136205451
37.809020271311994,-122.4501573454488
37.80902235584736,-122.44998328674536
37.80902443132493,-122.44980998436843
37.80902650721994,-122.44963664713508
37.8090285928429,-122.44946249761794
37.80903066927919,-122.44928911518797
37.80903273656927,-122.4491164964663
37.80903481329563,-122.44894308981534
37.8090368807921,-122.4487704538606
37.80903893909969,-122.44859858517678
37.80904100655532,-122.44842595263214
37.80904308295423,-122.4482525733226
37.80904515902573,-122.44807922135254
37.809047234688904,-122.44790590347732
37.809049300879806,-122.44773337653685
37.80905137552655,-122.44756014353374
37.80905344062333,-122.44738770795239
37.80905550507442,-122.44721532628665
37.8090575776202,-122.44704226871369
37.80905965805877,-122.44686855209295
37.809061728714326,-122.44669565235394
37.80906378963287,-122.44652356565537
37.80906584086019,-122.44635228817401
37.809067899670396,-122.44618037752176
37.809069957291015,-122.44600856620022
37.80907201364603,-122.44583686055628
37.809074068659875,-122.44566526690043
37.80907611380639,-122.44549449716651
37.80907814913296,-122.44532454739837
37.80908017468673,-122.44515541365888
37.809082198844486,-122.44498639648589
37.80908421324291,-122.44481819421712
37.8090862261788,-122.44465011407051
37.80908824578912,-122.44448147660897
37.80909027188127,-122.44431229791455
37.809092288003754,-122.44414395168671
37.809094302295165,-122.44397575835397
37.809096322734135,-122.44380705170026
37.80909834912993,-122.44363784765105
37.809100365353544,-122.4434694929793
37.809102379385294,-122.44330132132818
37.80910438326696,-122.44313399720879
37.809106384899245,-122.44296686091339
37.80910837640422,-122.44280057024805
37.80911036560344,-122.44263447211345
37.80911235242963,-122.44246857212669
37.809114336816,-122.44230287586461
37.8091163263483,-122.4421367499177
37.80911831322971,-122.4419708453199
37.80912029739506,-122.44180516751288
37.80912228631347,-122.44163909282591
37.80912427230805,-122.44147326227831
37.80912626277023,-122.44130705868648
37.80912824268769,-122.44114173557796
37.809130219492445,-122.44097667238084
37.80913220045945,-122.44081126163594
37.80913417811174,-122.44064612766961
37.80913615964697,-122.44048066947806
37.80913814488699,-122.44031490193626
37.809140119294845,-122.44015003888006
37.80914208292965,-122.43998607537426
37.8091440429517,-122.43982241353292
37.80914600636558,-122.43965846847415
37.80914797299688,-122.4394942547604
37.80914993568712,-122.43933037012573
37.809151887434574,-122.43916739921292
37.809153842114256,-122.4390041834594
37.80915579268647,-122.43884131067959
37.809157739096875,-122.43867878541087
37.80915967450079,-122.43851717918385
37.80916161246544,-122.43835535913571
37.80916354610849,-122.43819389994066
37.80916547537783,-122.43803280595091
37.80916740685928,-122.43787152724988
37.809169340386866,-122.43771007769662
37.809171275795315,-122.43754847109106
37.80917321292009,-122.43738672117213
37.809175151597415,-122.43722484161597
37.80917707877345,-122.4370639224167
37.809179000923606,-122.4369034228785
37.80918092437045,-122.43674281506681
37.80918283629188,-122.43658316962733
37.80918474934282,-122.43642342987401
37.80918665085472,-122.43626465363033
37.80918854089718,-122.43610683508463
37.80919042571913,-122.43594945245168
37.80919229913492,-122.43579302223347
37.80919416731874,-122.43563702888419
37.80919603629624,-122.43548096926322
37.80919789988324,-122.43532535974929
37.80919975204467,-122.43517070426986
37.809201604765185,-122.43501600210661
37.80920344605324,-122.43486225455392
37.80920528774739,-122.4347084730921
37.80920711800404,-122.43455564666199
37.809208936894215,-122.43440376933252
37.809210756038624,-122.43425187077419
37.80921256381338,-122.43410092158184
37.809214371695745,-122.43394996340443
37.8092161682071,-122.43379995470603
37.80921796468214,-122.43364994904033
37.809219749786635,-122.43350089281525
37.80922152915307,-122.43335231571801
37.80922330827237,-122.43320375925649
37.809225081514995,-122.43305569349776
37.80922684884811,-122.43290812118242
37.80922861023947,-122.43276104500416
37.809230371042084,-122.43261401798597
37.809232131120005,-122.43246705147968
37.80923388502339,-122.43232060054737
37.809235638002995,-122.43217422675012
37.809237379435196,-122.43202881716121
37.80923911460678,-122.43188393033354
37.809240843490144,-122.431739568573
37.80924257120021,-122.4315953047825
37.809244287392204,-122.43145200275062
37.80924600229025,-122.43130880876392
37.80924770568759,-122.4311665750861
37.80924940767303,-122.43102445930178
37.809251103148895,-122.43088288706721
37.80925278715338,-122.43074227269241
37.80925446466913,-122.43060220012771
37.8092561405452,-122.43046226447605
37.80925780982123,-122.43032287992756
37.80925947247603,-122.43018404825186
37.809261133261316,-122.4300453726806
37.809262787318694,-122.42990725888961
37.80926443462898,-122.42976970848066
37.809266075173525,-122.42963272301088
37.809267713575586,-122.429495916439
37.80926934511119,-122.42935968321639
37.80927096976368,-122.42922402473341
37.80927259206119,-122.42908856289155
37.80927420737949,-122.42895368381387
37.80927582018392,-122.42881901464378
37.809277425916335,-122.4286849359873
37.809279028979674,-122.42855108019835
37.809280629265835,-122.42841745630405
37.80928221796262,-122.42828480012248
37.80928379515396,-122.4281531046454
37.809285360923184,-122.42802236291533
37.809286919611715,-122.42789221242273
37.8092884669812,-122.42776300707061
37.80929000731092,-122.42763438953897
37.80929154475739,-122.42750601275841
37.80929307508358,-122.4273782305219
37.80929459828088,-122.42725104354722
37.809296110265755,-122.42712479280999
37.80929761112074,-122.42699947141847
37.80929910494342,-122.42687473722467
37.80930059172628,-122.42675059085592
37.80930206750576,-122.42662736326884
37.80930353236331,-122.4265050476637
37.80930498637975,-122.42638363729111
37.80930643737395,-122.42626247927555
37.809307881412586,-122.42614190204921
37.80930932230199,-122.42602158778384
37.809310752384725,-122.42590217587546
37.80931217174184,-122.4257836595564
37.809313580453775,-122.42566603210973
37.80931498229917,-122.42554897801907
37.80931637360291,-122.42543280415659
37.80931775444427,-122.4253175039031
37.809319124901926,-122.42520307068922
37.80932048505395,-122.42508949799495
37.80932183497785,-122.42497677934931
37.80932318182058,-122.4248643179816
37.809324518481816,-122.42475270676829
37.80932584852031,-122.42464164855429
37.80932716847796,-122.42453143209103
37.809328481860355,-122.42442176466065
37.80932979206837,-122.42431236229172
37.80933109902213,-122.42420323165268
37.80933239929156,-122.42409465915505
37.80933368955098,-122.4239869224933
37.809334976477075,-122.42387946416449
37.809336256719085,-122.42377256395639
37.809337527029065,-122.42366649307331
37.80933879070773,-122.42356097590496
37.80934004775637,-122.42345601234284
37.80934129500304,-122.4233518672466
37.80934253567305,-122.42324827130027
37.80934377289277,-122.42314496345433
37.80934500349121,-122.42304220848426
37.80934622439625,-122.42294026291346
37.80934743568424,-122.4228391203663
37.80934864348507,-122.42273826899674
37.80934984472726,-122.42263796527455
37.80935104239431,-122.42253796007533
37.809352236419564,-122.42243825896679
37.80935342087366,-122.42233935704968
37.80935459583333,-122.42224124791777
37.809355764259664,-122.42214368431843
37.809356926158685,-122.4220466657503
37.809358084375496,-122.4219499546466
37.80935923603205,-122.42185379132418
37.809360378342824,-122.42175840837474
37.80936151692419,-122.42166333683026
37.809362651716064,-122.42156858170901
37.809363777208944,-122.42147460305334
37.80936489618187,-122.42138116881398
37.809366005963234,-122.42128850207015
37.809367109287145,-122.42119637452335
37.80936820616287,-122.4211047854003
37.809369296599975,-122.42101373390204
37.809370380608335,-122.4209232192042
37.809371455626305,-122.42083345520365
37.80937252172845,-122.42074443567438
37.809373581518045,-122.42065594324288
37.8093746375137,-122.42056776760587
37.80937568468843,-122.42048032851535
37.80937672311594,-122.42039361981882
37.809377752869274,-122.42030763541518
37.80937877644644,-122.42022216672183
37.809379796263634,-122.42013701198591
37.80938080988641,-122.42005237448404
37.809381814961775,-122.41996845069127
37.8093828115618,-122.41988523458922
37.80938379975795,-122.41980272021024
37.809384779621105,-122.41972090163704
37.80938575122152,-122.4196397730022
37.80938671462888,-122.4195593284878
37.809387674407716,-122.41947918695477
37.80938863051246,-122.41939935220867
37.80938957847893,-122.41932019700832
37.8093905183764,-122.4192417155695
37.8093914524458,-122.41916372077397
37.809392380699684,-122.4190862115745
37.80939330315083,-122.41900918690385
37.80939421981225,-122.4189326456751
37.80939512859838,-122.41885676203269
37.80939603373846,-122.41878118283657
37.80939693106631,-122.4187062559609
37.809397824739406,-122.41863163425742
37.80939871269108,-122.41855749029304
37.80939959292603,-122.41848399067501
37.80940046551131,-122.41841112980367
37.80940133051342,-122.418338902128
37.8094021919137,-122.41826697520466
37.809403045793815,-122.41819567621478
37.80940389414312,-122.4181248390479
37.80940473697623,-122.41805446248324
37.8094055761981,-122.4179843874566
37.80940640802683,-122.41791492975757
37.80940723438453,-122.41784592888968
37.80940805344601,-122.41777753725563
37.80940886710004,-122.4177095971442
37.80940967355387,-122.41764225824883
37.809410472871235,-122.41757551524925
37.80941126511527,-122.41750936287225
37.80941205210919,-122.41744364888011
37.809412833868215,-122.41737837200118
37.80941360867828,-122.41731367536117
37.80941437660114,-122.4172495538024
37.80941514109577,-122.4171857185006
37.809415900448265,-122.4171223125672
37.809416656343046,-122.41705919535306
37.809417405443774,-122.41699664544245
37.809418151089076,-122.41693438405999
37.80941889325083,-122.41687241355373
37.80941963029232,-122.4168108705893
37.80942036382537,-122.41674962057995
37.809421092243554,-122.41668879766155
37.809421817130286,-122.41662826961954
37.80942253535784,-122.41656829761887
37.809423250061386,-122.41650861987297
37.809423961216574,-122.41644923841503
37.80942466578229,-122.41639040717813
37.80942536531431,-122.41633199625433
37.80942605835068,-122.41627412771768
37.80942674495171,-122.41621679653173
37.80942742663063,-122.41615987634178
37.80942810484604,-122.41610324535453
37.80942877957636,-122.41604690537334
37.80942944938749,-122.41599097614423
37.8094301128992,-122.41593557291621
37.80943077294404,-122.415880459172
37.80943142950223,-122.41582563656318
37.80943208255459,-122.41577110669115
37.809432730734976,-122.41571698362928
37.80943337539877,-122.41566315420283
37.80943401520645,-122.41560973026168
37.80943465017916,-122.41555671003991
37.80943528033815,-122.41550409176452
37.8094359044206,-122.41545198087965
37.80943652375686,-122.4154002663025
37.80943713962755,-122.41534884109969
37.80943774952283,-122.41529791484378
37.8094383547358,-122.41524737956057
37.80943895406476,-122.41519733559262
37.809439549989364,-122.41514757588803
37.80944014249542,-122.4150981016323
37.809440731569275,-122.41504891396544
37.809441317197816,-122.41500001398221
37.809441898204135,-122.41495149995488
37.80944247345803,-122.41490346625493
37.80944304301645,-122.41485590812673
37.809443606935794,-122.41480882086174
37.809444165271884,-122.41476219979805
37.80944471808001,-122.41471604031989
37.809445267608616,-122.41467015468099
37.80944581276061,-122.41462463448953
37.809446354633,-122.41457938814463
37.80944689321546,-122.41453441650968
37.80944742639072,-122.41448989637567
37.80944795421306,-122.41444582320968
37.80944847880155,-122.41440202007098
37.80944899912476,-122.41435857308257
37.809449514193126,-122.41431556487426
37.80945002405971,-122.41427299101471
37.809450529768625,-122.41423076431992
37.8094510313418,-122.41418888295946
37.80945152782959,-122.41414742622946
37.80945202024529,-122.41410630951856
37.80945250861065,-122.41406553101096
37.80945299200515,-122.41402516757032
37.80945347234478,-122.41398505921121
37.80945394869934,-122.413945283605
37.80945442017695,-122.41390591522524
37.80945488773188,-122.4138668743885
37.809455350490666,-122.41382823403019
37.8094558085025,-122.41378999004222
37.80945626356971,-122.41375199193047
37.8094567139508,-122.4137143851088
37.80945716141175,-122.41367702211988
37.8094576059471,-122.41363990341813
37.80945804671067,-122.41360309966036
37.8094584845565,-122.41356653953295
37.809458918656475,-122.41353029218506
37.809459348217345,-122.41349442385209
37.80945977489974,-122.41345879587158
37.80946019869991,-122.41342340855793
37.809460618824744,-122.41338832813426
37.80946103607767,-122.41335348751474
37.80946144890971,-122.41331901603988
37.80946185889749,-122.41328478205978
37.80946226452509,-122.41325091215533
37.80946266583887,-122.41321740245463
37.80946306288471,-122.41318424912694
37.809463457173756,-122.41315132599142
37.80946384725392,-122.4131187542973
37.809464234604775,-122.41308641050126
37.80946461851507,-122.41305435399171
37.80946499970845,-122.41302252434454
37.809465376794925,-122.41299103762393
37.80946574981874,-122.41295989013524
37.80946611882367,-122.41292907822367
37.809466483853015,-122.41289859827376
37.8094668456146,-122.41286839118128
37.809467204129284,-122.4128384552052
37.8094675600686,-122.41280873427272
37.80946791343214,-122.41277922841725
37.80946826294654,-122.41275004396485
37.80946860865373,-122.41272117741451
37.80946895184087,-122.4126925212884
37.809469291892135,-122.41266412700763
37.80946962882832,-122.4126359928363
37.80946996206756,-122.41260816735935
37.80947029284241,-122.41258054765926
37.8094706199748,-122.41255323210468
37.80947094408778,-122.41252616867115
37.80947126520173,-122.41249935565627
37.80947158390713,-122.41247274375523
37.809471899077685,-122.41244642701398
37.809472211867714,-122.41242030904662
37.809472522278796,-122.41239438972136
37.809472829222386,-122.41236875993141
37.80947313381543,-122.41234332641234
37.80947343499389,-122.41231817801109
37.80947373279604,-122.4122933115314
37.809474027780915,-122.41226868029476
37.80947431945306,-122.41224432567081
37.80947460886875,-122.41222015946087
37.809474895526556,-122.41219622353363
37.80947517894809,-122.4121725578354
37.809475459662366,-122.41214911819321
37.80947573768881,-122.41212590298511
37.809476013528176,-122.4121028703976
37.80947628718336,-122.41208002018969
37.80947655818698,-122.41205739138752
37.809476826093416,-122.41203502120024
37.80947709093806,-122.41201290667223
37.809477353210454,-122.4119910069272
37.80947761337893,-122.41196928285952
37.80947787144692,-122.4119477341821
37.809478126539965,-122.41192643391307
37.809478378692354,-122.4119053791888
37.809478628366975,-122.41188453135769
37.80947887558249,-122.41186388886202
37.80947912077662,-122.411843415152
37.80947936353902,-122.4118231444917
37.80947960429773,-122.41180304113931
37.809479842652266,-122.41178313853551
37.80948007862122,-122.41176343512805
37.80948031261837,-122.41174389636623
37.809480544648224,-122.41172452187334
37.80948077471548,-122.41170531125753
37.809481002443555,-122.41168629596348
37.80948122785107,-122.41166747443597
37.80948145058411,-122.41164887622739
37.8094816706744,-122.41163049868803
37.809481888516984,-122.41161230883259
37.809482104489234,-122.41159427514988
37.809482318241166,-122.41157642686336
37.80948253014161,-122.41155873317635
37.80948273984924,-122.4115412225896
37.80948294772447,-122.41152386500802
37.80948315309612,-122.41150671647509
37.809483355994345,-122.4114897744731
37.80948355710942,-122.41147298136488
37.80948375644684,-122.41145633669
37.80948395336769,-122.41143989379877
37.80948414821965,-122.41142362365979
37.80948434070556,-122.41140755108677
37.809484530854135,-122.41139167368071
37.80948471900069,-122.41137596344329
37.80948490485888,-122.41136044428474
37.809485088456526,-122.41134511388104
37.809485270116994,-122.41132994523177
37.80948544956438,-122.41131496137518
37.809485626825634,-122.41130016006002
37.809485802212585,-122.41128551524977
37.809485975459395,-122.41127104914106
37.80948614687045,-122.41125673631822
37.80948631646134,-122.41124257547877
37.80948648397609,-122.41122858799721
37.80948664944011,-122.41121477175129
37.80948681287851,-122.41120112464473
37.80948697483939,-122.4111876009115
37.80948713506954,-122.41117422169394
37.8094872933286,-122.41116100706199
37.80948745014506,-122.41114791288754
37.809487605275216,-122.4111349595199
37.80948775873371,-122.41112214573536
37.80948791077801,-122.41110945003635
37.80948806141355,-122.41109687196844
37.809488210172134,-122.41108445062724
37.809488357311054,-122.41107216452716
37.80948850307567,-122.41105999318158
37.809488647015336,-122.41104797421933
37.809488789603414,-122.41103606811456
37.80948893084551,-122.41102427439922
37.8094890705277,-122.41101261093657
37.80948920888094,-122.41100105844099
37.80948934569692,-122.41098963430719
37.809489480989654,-122.4109783373636
37.80948961498181,-122.41096714901862
37.80948974726716,-122.41095610319184
37.8094898782743,-122.4109451640955
37.809490007808286,-122.41093434800737
37.80949013608107,-122.41092363723037
37.809490262902884,-122.41091304760883
37.809490388480526,-122.41090256187577
37.809490512438614,-122.4108922113754
37.80949063479804,-122.4108819943636
37.80949075557941,-122.41087190911884
37.80949087498651,-122.41086193862606
37.80949099303232,-122.41085208180097
37.809491109551026,-122.41084235248879
37.809491224562386,-122.41083274903993
37.809491338434135,-122.41082324074881
37.80949145082826,-122.4108138558391
37.80949156193357,-122.41080457854595
37.80949167192979,-122.41079539386133
37.80949178082261,-122.41078630131065
37.809491888454694,-122.41077731403158
37.8094919949992,-122.41076841756552
37.80949210014425,-122.41075963795384
37.80949220390823,-122.41075097366168
37.809492306618644,-122.410742397342
37.809492408128534,-122.41073392126596
37.80949250829906,-122.41072555702704
37.80949260714789,-122.4107173031496
37.80949270469247,-122.41070915817748
37.80949280095,-122.41070112067375
37.8094928960803,-122.41069317729342
37.80949299023543,-122.4106853153404
37.80949308342079,-122.41067753436266
37.80949317536738,-122.41066985682252
37.809493266091664,-122.41066228134493
37.8094933557435,-122.4106547954167
37.80949344433358,-122.41064739814448
37.80949353174247,-122.41064009950254
37.80949361811424,-122.41063288745958
37.80949370358592,-122.41062575057397
37.80949378803783,-122.41061869884008
37.80949387148026,-122.41061173139732
37.80949395380184,-122.41060485754502
37.809494035137604,-122.410598066009
37.80949411549756,-122.41059135595304
37.809494194774885,-122.41058473629646
37.80949427298417,-122.41057820582135
37.80949435036706,-122.41057174434984
37.80949442692855,-122.4105653514651
37.80949450267367,-122.41055902674776
37.80949457760747,-122.41055276977602
37.80949465151984,-122.41054659809276
37.80949472453084,-122.41054050167436
37.80949479664986,-122.4105344797368
37.80949486798944,-122.41052852288168
37.809494938452765,-122.4105226391945
37.80949500814947,-122.41051681951987
37.809495076985506,-122.41051107171101
37.809495144872315,-122.41050540316262
37.80949521201565,-122.41049979669428
37.80949527842043,-122.41049425189489
37.8094953440916,-122.41048876835167
37.809495409034135,-122.41048334565026
37.80949547316191,-122.41047799098087
37.80949553657357,-122.4104726961072
37.809495599185524,-122.41046746800903
37.80949566100649,-122.41046230595843
37.80949572195902,-122.41045721642234
37.80949578214019,-122.4104521912945
37.809495841474764,-122.41044723685744
37.80949589997465,-122.41044235211672
37.80949595781429,-122.4104375225065
37.80949601499839,-122.41043274763453
37.80949607145258,-122.4104280337097
37.80949612718495,-122.41042338005688
37.80949618220351,-122.41041878600687
37.80949623651621,-122.41041425089642
37.809496290056245,-122.41040978030331
37.80949634290822,-122.41040536716328
37.809496395079826,-122.41040101083411
37.80949644650716,-122.41039671665177
37.80949649734185,-122.41039247195523
37.80949654751881,-122.41038828217842
37.80949659697698,-122.41038415242181
37.809496645794155,-122.41038007618766
37.80949669404414,-122.41037604731393
37.80949674166565,-122.4103720709181
37.809496788665825,-122.41036814640307
37.809496834988046,-122.41036427849761
37.80949688076768,-122.41036045589792
37.809496926008926,-122.41035667825383
37.809496970715976,-122.41035294521494
37.80949701489303,-122.41034925643055
37.80949705848507,-122.41034561649538
37.809497101557255,-122.41034201996813
37.80949714399874,-122.41033847610431
37.809497185932095,-122.41033497466945
37.809497227361426,-122.41033151532015
37.80949726823584,-122.41032810230661
37.80949730850768,-122.41032473960792
37.80949734829264,-122.4103214175641
37.809497387542116,-122.4103181402327
37.80949742621064,-122.410314911411
37.809497464357875,-122.41031172611687
37.80949750199002,-122.41030858383245
37.80949753916279,-122.41030547990637
37.809497575782395,-122.41030242216966
37.80949761195326,-122.41029940190236
37.809497647631815,-122.41029642274299
37.80949768287066,-122.41029348029912
37.80949771767358,-122.41029057425574
37.80949775199905,-122.41028770807944
37.80949778585287,-122.41028488128515
37.809497819284736,-122.41028208972448
37.80949785225508,-122.41027933670127
37.80949788472694,-122.41027662530114
37.80949791679179,-122.41027394788586
37.80949794841192,-122.41027130760544
37.809497979633505,-122.4102687006028
37.80949801042004,-122.41026612992695
37.80949804073745,-122.4102635984233
37.809498070631754,-122.41026110224894
37.80949810006993,-122.41025864416105
37.809498129058944,-122.41025622357851
37.809498157605645,-122.41025383992907
37.80949818578989,-122.41025148654444
37.80949821354299,-122.41024916916099
37.80949824090697,-122.41024688426829
37.80949826785181,-122.41024463437434
37.80949829441829,-122.41024241607332
37.809498320611155,-122.41024022896933
37.80949834646841,-122.41023806988838
37.80949837196035,-122.41023594131093
37.80949839705929,-122.41023384554906
37.8094984218349,-122.41023177678551
37.8094984462902,-122.41022973476825
37.809498470397365,-122.41022772182006
37.80949849419118,-122.41022573503619
37.80949851761488,-122.41022377915785
37.8094985406742,-122.41022185370429
37.80949856343273,-122.41021995336675
37.809498585864844,-122.4102180802854
37.80949860797474,-122.41021623410951
37.80949862973894,-122.41021441679844
37.80949865116286,-122.41021262790088
37.809498672278586,-122.4102108647379
37.80949869311644,-122.41020912477744
37.80949871367911,-122.41020740779433
37.80949873396929,-122.41020571356424
37.80949875393942,-122.41020404605861
37.809498773643995,-122.41020240072709
37.80949879308563,-122.41020077735048
